,0
0,0.7455191016197205
1,0.7455115914344788
2,0.7454938292503357
3,0.7454505562782288
4,0.7455095052719116
5,0.7455319762229919
6,0.7455042004585266
7,0.745812177658081
8,0.745824933052063
9,0.7456525564193726
10,0.7457141876220703
11,0.7455123662948608
12,0.7453921437263489
13,0.7457122802734375
14,0.7456275820732117
15,0.745918333530426
16,0.7463192343711853
17,0.7459943294525146
18,0.7453225255012512
19,0.7452152371406555
20,0.7448962330818176
21,0.7446052432060242
22,0.745048463344574
23,0.7447292804718018
24,0.744178056716919
25,0.7442758679389954
26,0.743980884552002
27,0.7445849180221558
28,0.743549108505249
29,0.7440266013145447
30,0.7441356182098389
31,0.7444154024124146
32,0.7448661923408508
33,0.7455089688301086
34,0.7457010746002197
35,0.7458093762397766
36,0.7455847263336182
37,0.7459571361541748
38,0.7471871376037598
39,0.7468430995941162
40,0.7481220364570618
41,0.7474897503852844
42,0.7487095594406128
43,0.749358057975769
44,0.7492187023162842
45,0.7523802518844604
46,0.7534476518630981
47,0.7551723122596741
48,0.7554246783256531
49,0.7571816444396973
50,0.7570714354515076
51,0.7583252191543579
52,0.7600440979003906
53,0.7602222561836243
54,0.7604809403419495
55,0.7618445158004761
56,0.7635566592216492
57,0.7664673328399658
58,0.771133303642273
59,0.7743049263954163
60,0.7780994176864624
61,0.7831937670707703
62,0.7898806929588318
63,0.7969373464584351
64,0.8043294548988342
65,0.8120924830436707
66,0.817615270614624
67,0.8260024785995483
68,0.832009494304657
69,0.8434844017028809
70,0.8543908596038818
71,0.8629568815231323
72,0.8745516538619995
73,0.8838548064231873
74,0.895538866519928
75,0.9054860472679138
76,0.9172710180282593
77,0.9297268390655518
78,0.9411666393280029
79,0.9582251906394958
80,0.9748889803886414
81,0.9886739253997803
82,0.9997541308403015
83,1.013251781463623
84,1.0284175872802734
85,1.041529655456543
86,1.0539697408676147
87,1.0698044300079346
88,1.0852550268173218
89,1.0992075204849243
90,1.1123874187469482
91,1.1269466876983643
92,1.1408065557479858
93,1.1551533937454224
94,1.1690964698791504
95,1.1836316585540771
96,1.1962257623672485
97,1.2097585201263428
98,1.2250864505767822
99,1.241798996925354
100,1.2556555271148682
