,0
0,0.7172276973724365
1,0.7172276973724365
2,0.7180197834968567
3,0.7168316841125488
4,0.7172276973724365
5,0.7172276973724365
6,0.717623770236969
7,0.717623770236969
8,0.7172276973724365
9,0.717623770236969
10,0.7172276973724365
11,0.717623770236969
12,0.7172276973724365
13,0.7160395979881287
14,0.7172276973724365
15,0.7180197834968567
16,0.7180197834968567
17,0.7168316841125488
18,0.7152475118637085
19,0.715643584728241
20,0.7168316841125488
21,0.717623770236969
22,0.717623770236969
23,0.715643584728241
24,0.715643584728241
25,0.7160395979881287
26,0.7168316841125488
27,0.7140594124794006
28,0.7136633396148682
29,0.7124752402305603
30,0.7148514986038208
31,0.7148514986038208
32,0.7152475118637085
33,0.7132673263549805
34,0.7128713130950928
35,0.7136633396148682
36,0.7144554257392883
37,0.7128713130950928
38,0.7112871408462524
39,0.7116831541061401
40,0.71089106798172
41,0.7152475118637085
42,0.7132673263549805
43,0.7104950547218323
44,0.7128713130950928
45,0.71089106798172
46,0.7132673263549805
47,0.7112871408462524
48,0.71089106798172
49,0.7124752402305603
50,0.7136633396148682
51,0.7136633396148682
52,0.7120792269706726
53,0.7128713130950928
54,0.7136633396148682
55,0.7120792269706726
56,0.7097029685974121
57,0.7089108824729919
58,0.7097029685974121
59,0.7116831541061401
60,0.7089108824729919
61,0.7100989818572998
62,0.7093069553375244
63,0.7132673263549805
64,0.7093069553375244
65,0.7085148692131042
66,0.7093069553375244
67,0.7112871408462524
68,0.7100989818572998
69,0.7081187963485718
70,0.7089108824729919
71,0.7097029685974121
72,0.7089108824729919
73,0.7073267102241516
74,0.7041584253311157
75,0.7053465247154236
76,0.7033663392066956
77,0.7069306969642639
78,0.7053465247154236
79,0.7045544385910034
80,0.7001979947090149
81,0.6994059681892395
82,0.6978217959403992
83,0.6986138820648193
84,0.6974257230758667
85,0.6986138820648193
86,0.6918811798095703
87,0.6910890936851501
88,0.6891089081764221
89,0.6847524642944336
90,0.6847524642944336
91,0.6772277355194092
92,0.674455463886261
93,0.6724752187728882
94,0.6669306755065918
95,0.6645544767379761
96,0.6594059467315674
97,0.6530693173408508
98,0.6439604163169861
99,0.6348514556884766
100,0.6340594291687012
