yyyy.mm,Index,dividend,Rfree
1940-10,10.73,0.67,3.38116E-05
1940-11,10.98,0.67,1.68597E-05
1940-12,10.53,0.67,1.6936E-05
1941-01,10.55,0.673333,1.69306E-05
1941-02,9.89,0.676667,6.75444E-05
1941-03,9.95,0.68,3.37572E-05
1941-04,9.64,0.683333,8.44363E-05
1941-05,9.43,0.686667,8.444E-05
1941-06,9.76,0.69,8.44314E-05
1941-07,10.26,0.693333,9.28694E-05
1941-08,10.21,0.696667,0.000101363
1941-09,10.24,0.7,0.000101359
1941-10,9.83,0.703333,0.000126657
1941-11,9.37,0.706667,0.000253215
1941-12,8.76,0.71,0.000295344
1942-01,8.93,0.703333,0.000211046
1942-02,8.65,0.696667,0.000211046
1942-03,8.18,0.69,0.000211016
1942-04,7.84,0.68,0.000295347
1942-05,7.93,0.67,0.000312235
1942-06,8.33,0.66,0.000312238
1942-07,8.64,0.646667,0.000316448
1942-08,8.59,0.633333,0.000316433
1942-09,8.68,0.62,0.000316427
1942-10,9.32,0.61,0.000316411
1942-11,9.47,0.6,0.000312235
1942-12,9.52,0.59,0.00031222
1943-01,10.09,0.59,0.000316411
1943-02,10.69,0.59,0.000316411
1943-03,11.07,0.59,0.000312203
1943-04,11.44,0.59,0.000312235
1943-05,11.89,0.59,0.000312235
1943-06,12.1,0.59,0.000312238
1943-07,12.35,0.593333,0.000312235
1943-08,11.74,0.596667,0.00031222
1943-09,11.99,0.6,0.000312203
1943-10,11.88,0.603333,0.000312235
1943-11,11.33,0.606667,0.000312221
1943-12,11.48,0.61,0.00031222
1944-01,11.85,0.613333,0.00031222
1944-02,11.77,0.616667,0.000312221
1944-03,12.1,0.62,0.00031222
1944-04,11.89,0.623333,0.000312235
1944-05,12.1,0.626667,0.000312217
1944-06,12.67,0.63,0.000312197
1944-07,13,0.633333,0.000312175
1944-08,12.81,0.636667,0.000312203
1944-09,12.6,0.64,0.000316448
1944-10,12.91,0.64,0.000316452
1944-11,12.82,0.64,0.000316427
1944-12,13.1,0.64,0.000316448
1945-01,13.49,0.643333,0.000316463
1945-02,13.94,0.646667,0.000316463
1945-03,13.93,0.65,0.000316448
1945-04,14.28,0.65,0.000316422
1945-05,14.82,0.65,0.000316427
1945-06,15.09,0.65,0.000316448
1945-07,14.78,0.653333,0.000316452
1945-08,14.83,0.656667,0.000316438
1945-09,15.84,0.66,0.000316448
1945-10,16.5,0.66,0.000316463
1945-11,17.04,0.66,0.000316438
1945-12,17.33,0.66,0.000316442
1946-01,18.02,0.666667,0.000316427
1946-02,18.07,0.673333,0.000316463
1946-03,17.53,0.68,0.000316448
1946-04,18.66,0.68,0.000316452
1946-05,18.7,0.68,0.000316438
1946-06,18.58,0.68,0.000316438
1946-07,18.05,0.683333,0.000316463
1946-08,17.7,0.686667,0.000316427
1946-09,15.09,0.69,0.000316422
1946-10,14.75,0.696667,0.000316427
1946-11,14.69,0.703333,0.000316448
1946-12,15.13,0.71,0.000316452
1947-01,15.21,0.713333,0.000316438
1947-02,15.8,0.716667,0.000316438
1947-03,15.16,0.72,0.000316422
1947-04,14.6,0.733333,0.000316463
1947-05,14.34,0.746667,0.000316427
1947-06,14.84,0.76,0.000316422
1947-07,15.77,0.77,0.000632102
1947-08,15.46,0.78,0.000640476
1947-09,15.06,0.79,0.000699334
1947-10,15.45,0.806667,0.000741311
1947-11,15.27,0.823333,0.000800097
1947-12,15.03,0.84,0.000808495
1948-01,14.83,0.843333,0.000833655
1948-02,14.1,0.846667,0.000842055
1948-03,14.3,0.85,0.000842073
1948-04,15.4,0.85,0.000842055
1948-05,16.15,0.85,0.000842055
1948-06,16.82,0.85,0.000842073
1948-07,16.42,0.856667,0.000842055
1948-08,15.94,0.863333,0.000909238
1948-09,15.76,0.87,0.000942738
1948-10,16.19,0.89,0.000951109
1948-11,15.29,0.91,0.000976306
1948-12,15.19,0.93,0.000976234
1949-01,15.36,0.946667,0.000984575
1949-02,14.77,0.963333,0.000984575
1949-03,14.91,0.98,0.000984643
1949-04,14.89,0.993333,0.000984627
1949-05,14.78,1.00667,0.000984559
1949-06,13.97,1.02,0.000942738
1949-07,14.76,1.02667,0.000867252
1949-08,15.29,1.03333,0.000892424
1949-09,15.49,1.04,0.000909187
1949-10,15.89,1.07333,0.000900773
1949-11,16.11,1.10667,0.000942755
1949-12,16.54,1.14,0.000917585
1950-01,16.88,1.15,0.000951148
1950-02,17.21,1.16,0.000959519
1950-03,17.35,1.17,0.000967894
1950-04,17.84,1.18,0.000993016
1950-05,18.44,1.19,0.000993066
1950-06,18.74,1.2,0.000993016
1950-07,17.38,1.24333,0.000992993
1950-08,18.43,1.28667,0.001101986
1950-09,19.08,1.33,0.001118704
1950-10,19.87,1.37667,0.001135516
1950-11,19.83,1.42333,0.001168954
1950-12,19.75,1.47,0.001168936
1951-01,21.21,1.48667,0.001168976
1951-02,22,1.50333,0.001168976
1951-03,21.63,1.52,0.001286075
1951-04,21.92,1.53333,0.001269236
1951-05,21.93,1.54667,0.001302785
1951-06,21.55,1.56,0.001344555
1951-07,21.93,1.54667,0.001361392
1951-08,22.89,1.53333,0.001386381
1951-09,23.48,1.52,0.001394693
1951-10,23.36,1.48333,0.001344638
1951-11,22.71,1.44667,0.001361287
1951-12,23.41,1.41,0.001528475
1952-01,24.19,1.41333,0.00134462
1952-02,23.75,1.41667,0.001361287
1952-03,23.81,1.42,0.001302707
1952-04,23.74,1.43,0.001419833
1952-05,23.73,1.44,0.001469949
1952-06,24.38,1.45,0.001494808
1952-07,25.08,1.45,0.00158679
1952-08,25.18,1.45,0.001570118
1952-09,24.78,1.45,0.001444728
1952-10,24.26,1.43667,0.001494962
1952-11,25.03,1.42333,0.001661781
1952-12,26.04,1.41,0.001720264
1953-01,26.18,1.41,0.001661781
1953-02,25.86,1.41,0.001778464
1953-03,25.99,1.41,0.001720304
1953-04,24.71,1.41333,0.001903415
1953-05,24.84,1.41667,0.001911695
1953-06,23.95,1.42,0.00169529
1953-07,24.29,1.42,0.001761787
1953-08,24.39,1.42,0.001645032
1953-09,23.27,1.42,0.001294467
1953-10,23.97,1.43,0.001076839
1953-11,24.5,1.44,0.001327779
1953-12,24.83,1.45,0.001177292
1954-01,25.46,1.45667,0.000875602
1954-02,26.02,1.46333,0.000858855
1954-03,26.57,1.47,0.000867276
1954-04,27.63,1.46333,0.000674088
1954-05,28.73,1.45667,0.00059846
1954-06,28.96,1.45,0.000539591
1954-07,30.13,1.45667,0.000665677
1954-08,30.73,1.46333,0.000875562
1954-09,31.45,1.47,0.000833654
1954-10,32.18,1.49333,0.000850453
1954-11,33.44,1.51667,0.000875638
1954-12,34.97,1.54,0.000858855
1955-01,35.6,1.54667,0.000967853
1955-02,36.79,1.55333,0.001152121
1955-03,36.5,1.56,0.001185679
1955-04,37.76,1.56333,0.001344555
1955-05,37.6,1.56667,0.001202465
1955-06,39.78,1.57,0.00124427
1955-07,42.69,1.58667,0.001478247
1955-08,42.43,1.60333,0.001753603
1955-09,44.34,1.62,0.001803474
1955-10,42.11,1.62667,0.001794964
1955-11,44.95,1.63333,0.002036566
1955-12,45.37,1.64,0.002094597
1956-01,44.15,1.67,0.001986713
1956-02,44.43,1.7,0.001928455
1956-03,47.49,1.73,0.001928377
1956-04,48.05,1.75333,0.002243791
1956-05,46.54,1.77667,0.002152835
1956-06,46.27,1.8,0.002019773
1956-07,48.78,1.81333,0.0019618
1956-08,48.49,1.82667,0.002227444
1956-09,46.84,1.84,0.002434773
1956-10,46.24,1.80667,0.00239357
1956-11,45.76,1.77333,0.002542456
1956-12,46.44,1.74,0.002716726
1957-01,45.43,1.73667,0.002617092
1957-02,43.47,1.73333,0.002732987
1957-03,44.03,1.73,0.002492771
1957-04,45.05,1.73,0.002534495
1957-05,46.78,1.73,0.00275754
1957-06,47.55,1.73,0.002716356
1957-07,48.51,1.74,0.00282394
1957-08,45.84,1.75,0.002922879
1957-09,43.98,1.76,0.002881073
1957-10,41.24,1.77,0.003013638
1957-11,40.35,1.78,0.002616967
1957-12,40.33,1.79,0.002310083
1958-01,41.12,1.78333,0.001260961
1958-02,41.26,1.77667,0.001068455
1958-03,42.11,1.77,0.000925926
1958-04,42.34,1.75667,0.00101819
1958-05,43.7,1.74333,0.000489071
1958-06,44.75,1.73,0.000640471
1958-07,45.98,1.73,0.00077492
1958-08,47.7,1.73,0.001961673
1958-09,48.96,1.73,0.002260397
1958-10,50.95,1.73667,0.002152752
1958-11,52.5,1.74333,0.002343604
1958-12,53.49,1.75,0.002244239
1959-01,55.62,1.75667,0.002227444
1959-02,54.77,1.76333,0.002310446
1959-03,56.16,1.77,0.002401907
1959-04,57.1,1.77667,0.002401764
1959-05,57.96,1.78333,0.002550742
1959-06,57.46,1.79,0.002691769
1959-07,59.74,1.79667,0.002509351
1959-08,59.4,1.80333,0.003212006
1959-09,57.05,1.81,0.003417417
1959-10,57,1.81667,0.003343025
1959-11,57.23,1.82333,0.003746438
1959-12,59.06,1.83,0.003647257
1960-01,58.03,1.86667,0.003318319
1960-02,55.78,1.90333,0.003541152
1960-03,55.02,1.94,0.002542591
1960-04,55.73,1.94333,0.002542456
1960-05,55.22,1.94667,0.002650428
1960-06,57.26,1.95,0.00184513
1960-07,55.84,1.95,0.001845097
1960-08,56.51,1.95,0.00197003
1960-09,54.81,1.95,0.001944957
1960-10,53.73,1.95,0.001845323
1960-11,55.47,1.95,0.002011595
1960-12,56.8,1.95,0.001861713
1961-01,59.72,1.94667,0.001945143
1961-02,62.17,1.94333,0.002177874
1961-03,64.12,1.94,0.002019855
1961-04,65.83,1.94,0.001911695
1961-05,66.5,1.94,0.001978327
1961-06,65.62,1.94,0.001895036
1961-07,65.44,1.94667,0.001895288
1961-08,67.79,1.95333,0.001978293
1961-09,67.26,1.96,0.001878377
1961-10,68,1.98,0.001928481
1961-11,71.08,2,0.002136189
1961-12,71.74,2.02,0.002227444
1962-01,69.07,2.02667,0.002285737
1962-02,70.22,2.03333,0.002269138
1962-03,70.29,2.04,0.002302145
1962-04,68.05,2.04667,0.002294202
1962-05,62.99,2.05333,0.002260757
1962-06,55.63,2.06,0.002426503
1962-07,56.97,2.06667,0.002410232
1962-08,58.52,2.07333,0.002351902
1962-09,58,2.08,0.002293843
1962-10,56.17,2.09667,0.002277438
1962-11,60.04,2.11333,0.002393344
1962-12,62.64,2.13,0.002451756
1963-01,65.06,2.13667,0.002451467
1963-02,65.92,2.14333,0.002426707
1963-03,65.67,2.15,0.0024348
1963-04,68.76,2.16667,0.00243508
1963-05,70.14,2.18333,0.002509351
1963-06,70.11,2.2,0.002501063
1963-07,69.07,2.20333,0.002733009
1963-08,70.98,2.20667,0.002832051
1963-09,72.85,2.21,0.002848967
1963-10,73.03,2.23333,0.002906382
1963-11,72.62,2.25667,0.002922745
1963-12,74.17,2.28,0.002947943
1964-01,76.45,2.29667,0.002922745
1964-02,77.39,2.31333,0.003005269
1964-03,78.8,2.33,0.002956181
1964-04,79.94,2.34667,0.002881612
1964-05,80.72,2.36333,0.002898109
1964-06,80.24,2.38,0.002881745
1964-07,83.22,2.4,0.002898264
1964-08,82,2.42,0.002889861
1964-09,83.41,2.44,0.00296429
1964-10,84.85,2.46,0.002964001
1964-11,85.44,2.48,0.003194837
1964-12,83.96,2.5,0.003153657
1965-01,86.12,2.51667,0.003219727
1965-02,86.75,2.53333,0.003319065
1965-03,86.83,2.55,0.003277539
1965-04,87.97,2.57,0.003260722
1965-05,89.28,2.59,0.003227785
1965-06,85.04,2.61,0.003178694
1965-07,84.91,2.62667,0.003178369
1965-08,86.49,2.64333,0.003203247
1965-09,89.38,2.66,0.003351432
1965-10,91.39,2.68,0.003384144
1965-11,92.15,2.7,0.003400585
1965-12,91.73,2.72,0.003737294
1966-01,93.32,2.74,0.003853054
1966-02,92.69,2.76,0.003852552
1966-03,88.88,2.78,0.003762135
1966-04,91.6,2.79667,0.00386845
1966-05,86.78,2.81333,0.003852552
1966-06,86.06,2.83,0.003811331
1966-07,85.84,2.85,0.003966724
1966-08,80.65,2.87,0.004171522
1966-09,77.81,2.89,0.004457634
1966-10,77.13,2.88333,0.004376046
1966-11,80.99,2.87667,0.004286215
1966-12,81.33,2.87,0.004007933
1967-01,84.45,2.88,0.003754406
1967-02,87.36,2.89,0.003795185
1967-03,89.42,2.9,0.003343025
1967-04,90.96,2.9,0.003112463
1967-05,92.59,2.9,0.002890005
1967-06,91.43,2.9,0.003335164
1967-07,93.01,2.90667,0.003499642
1967-08,94.49,2.91333,0.003647283
1967-09,95.81,2.92,0.003655273
1967-10,95.66,2.92,0.003778782
1967-11,92.66,2.92,0.004114291
1967-12,95.3,2.92,0.004187589
1968-01,95.04,2.93,0.004057289
1968-02,90.75,2.94,0.004171814
1968-03,89.09,2.95,0.004286524
1968-04,95.67,2.96333,0.004563651
1968-05,97.87,2.97667,0.004726559
1968-06,100.5,2.99,0.004399879
1968-07,100.3,3.00333,0.004294382
1968-08,98.11,3.01667,0.004302245
1968-09,101.3,3.03,0.004261703
1968-10,103.8,3.04333,0.004547345
1968-11,105.4,3.05667,0.004555152
1968-12,106.5,3.07,0.005173971
1969-01,102,3.08,0.005123972
1969-02,101.5,3.09,0.005214079
1969-03,99.3,3.1,0.004961604
1969-04,101.3,3.11,0.004864889
1969-05,104.6,3.12,0.005035113
1969-06,99.14,3.13,0.00529516
1969-07,94.71,3.13667,0.005820889
1969-08,94.18,3.14333,0.005739599
1969-09,94.51,3.15,0.005837034
1969-10,95.52,3.15333,0.005804744
1969-11,96.21,3.15667,0.006175561
1969-12,91.11,3.16,0.006593485
1970-01,90.31,3.16333,0.006471677
1970-02,87.16,3.16667,0.005684138
1970-03,88.65,3.17,0.005270362
1970-04,85.95,3.17333,0.005764366
1970-05,76.06,3.17667,0.005722901
1970-06,75.59,3.18,0.005287054
1970-07,75.72,3.18333,0.005238407
1970-08,77.92,3.18667,0.005181192
1970-09,82.58,3.19,0.00484049
1970-10,84.37,3.17333,0.004839704
1970-11,84.28,3.15667,0.004171226
1970-12,90.05,3.14,0.004032488
1971-01,93.49,3.13,0.003458138
1971-02,97.11,3.12,0.002840168
1971-03,99.6,3.11,0.002947641
1971-04,103,3.10667,0.003326937
1971-05,101.6,3.10333,0.003614216
1971-06,99.72,3.1,0.004335222
1971-07,99,3.09667,0.004457982
1971-08,97.24,3.09333,0.003696973
1971-09,99.4,3.09,0.003860749
1971-10,97.29,3.08333,0.003589585
1971-11,92.78,3.07667,0.003589794
1971-12,99.17,3.07,0.003120856
1972-01,103.3,3.07,0.002823657
1972-02,105.2,3.07,0.002832178
1972-03,107.7,3.07,0.003219891
1972-04,108.8,3.07,0.003038871
1972-05,107.7,3.07,0.003178694
1972-06,108,3.07,0.003392741
1972-07,107.2,3.07333,0.003228126
1972-08,111,3.07667,0.003786737
1972-09,109.4,3.08,0.00378649
1972-10,109.6,3.10333,0.00395907
1972-11,115.1,3.12667,0.004057038
1972-12,117.5,3.15,0.004269874
1973-01,118.4,3.15667,0.004710274
1973-02,114.2,3.16333,0.004848624
1973-03,112.4,3.17,0.005327555
1973-04,110.3,3.18667,0.005189743
1973-05,107.2,3.20333,0.005715372
1973-06,104.8,3.22,0.006198437
1973-07,105.8,3.23667,0.006842769
1973-08,103.8,3.25333,0.007112346
1973-09,105.6,3.27,0.005763285
1973-10,109.8,3.30667,0.006070883
1973-11,102,3.34333,0.006021323
1973-12,94.78,3.38,0.006152678
1974-01,96.11,3.4,0.006166892
1974-02,93.45,3.42,0.006150782
1974-03,97.44,3.44,0.006808429
1974-04,92.46,3.46,0.007306567
1974-05,89.67,3.48,0.006648177
1974-06,89.79,3.5,0.00605355
1974-07,79.31,3.53,0.006320398
1974-08,76.03,3.56,0.00732875
1974-09,68.12,3.59,0.005401432
1974-10,69.44,3.59333,0.006424187
1974-11,71.74,3.59667,0.006158214
1974-12,67.07,3.6,0.005829514
1975-01,72.56,3.62333,0.004709542
1975-02,80.1,3.64667,0.004481445
1975-03,83.78,3.67,0.00466141
1975-04,84.72,3.68333,0.004563651
1975-05,90.1,3.69667,0.004318284
1975-06,92.4,3.71,0.004995752
1975-07,92.49,3.71,0.00517309
1975-08,85.71,3.71,0.005262266
1975-09,84.67,3.71,0.005441926
1975-10,88.57,3.7,0.004710274
1975-11,90.07,3.69,0.004595558
1975-12,88.7,3.68,0.004318888
1976-01,96.86,3.68333,0.003933993
1976-02,100.6,3.68667,0.004154888
1976-03,101.1,3.69,0.004130925
1976-04,101.9,3.71333,0.004081299
1976-05,101.2,3.73667,0.004554806
1976-06,101.8,3.76,0.004457634
1976-07,104.2,3.79,0.00429379
1976-08,103.3,3.82,0.00426201
1976-09,105.5,3.85,0.00420421
1976-10,101.9,3.91667,0.004064949
1976-11,101.2,3.98333,0.003680538
1976-12,104.7,4.05,0.003614216
1977-01,103.8,4.09667,0.003991825
1977-02,101,4.14333,0.003942687
1977-03,100.6,4.19,0.003778546
1977-04,99.05,4.24667,0.003901227
1977-05,98.76,4.30333,0.004180273
1977-06,99.29,4.36,0.004138826
1977-07,100.2,4.40667,0.004481445
1977-08,97.75,4.45333,0.004612552
1977-09,96.23,4.5,0.004880368
1977-10,93.74,4.55667,0.005101347
1977-11,94.28,4.61333,0.005043662
1977-12,93.82,4.67,0.005075286
1978-01,90.25,4.71333,0.005343289
1978-02,88.98,4.75667,0.005311827
1978-03,88.82,4.8,0.005350923
1978-04,92.71,4.83667,0.005172635
1978-05,97.41,4.87333,0.005497621
1978-06,97.66,4.91,0.005787497
1978-07,97.19,4.94667,0.005700828
1978-08,103.9,4.98333,0.006215176
1978-09,103.9,5.02,0.006568
1978-10,100.6,5.03667,0.007186777
1978-11,94.71,5.05333,0.007392538
1978-12,96.11,5.07,0.007590767
1979-01,99.71,5.11333,0.007616546
1979-02,98.23,5.15667,0.007743884
1979-03,100.1,5.2,0.007733946
1979-04,102.1,5.24667,0.007809516
1979-05,99.73,5.29333,0.007838272
1979-06,101.7,5.34,0.007343808
1979-07,102.7,5.39667,0.007529886
1979-08,107.4,5.45333,0.008027764
1979-09,108.6,5.51,0.008273431
1979-10,104.5,5.55667,0.009850618
1979-11,103.7,5.60333,0.009353619
1979-12,107.8,5.65,0.00975664
1980-01,110.9,5.7,0.009755058
1980-02,115.3,5.75,0.01131767
1980-03,104.7,5.8,0.012114214
1980-04,103,5.84667,0.008489411
1980-05,107.7,5.89333,0.006383351
1980-06,114.6,5.94,0.006562818
1980-07,119.8,5.98333,0.007081224
1980-08,123.5,6.02667,0.008147808
1980-09,126.5,6.07,0.009320139
1980-10,130.2,6.1,0.010308118
1980-11,135.7,6.13,0.01168077
1980-12,133.5,6.16,0.011546267
1981-01,133,6.2,0.011765606
1981-02,128.4,6.24,0.011480025
1981-03,133.2,6.28,0.010118197
1981-04,134.4,6.31667,0.011976018
1981-05,131.7,6.35333,0.012158258
1981-06,132.3,6.39,0.011533034
1981-07,129.1,6.43333,0.011981318
1981-08,129.6,6.47667,0.012537225
1981-09,118.3,6.52,0.011723912
1981-10,119.8,6.55667,0.010339297
1981-11,122.9,6.59333,0.008460152
1981-12,123.8,6.63,0.009032656
1982-01,117.3,6.66,0.010144313
1982-02,114.5,6.69,0.010097474
1982-03,110.8,6.72,0.01069335
1982-04,116.3,6.75,0.009988118
1982-05,116.4,6.78,0.009361478
1982-06,109.7,6.81,0.010350654
1982-07,109.4,6.82333,0.008313024
1982-08,109.7,6.83667,0.00692285
1982-09,122.4,6.85,0.006279535
1982-10,132.7,6.85667,0.006503792
1982-11,138.1,6.86333,0.006810733
1982-12,139.4,6.87,0.006519859
1983-01,144.3,6.88333,0.006675198
1983-02,146.8,6.89667,0.006546768
1983-03,151.9,6.91,0.007097194
1983-04,157.7,6.92,0.006648177
1983-05,164.1,6.93,0.007122865
1983-06,166.4,6.94,0.007217011
1983-07,167,6.96,0.007558921
1983-08,162.4,6.98,0.00759268
1983-09,167.2,7,0.007152279
1983-10,167.7,7.03,0.006987699
1983-11,165.2,7.06,0.007289729
1983-12,164.4,7.09,0.007359746
1984-01,166.4,7.12,0.007298598
1984-02,157.3,7.15,0.007497079
1984-03,157.4,7.18,0.007956357
1984-04,157.6,7.22333,0.007960566
1984-05,156.6,7.26667,0.007981223
1984-06,153.1,7.31,0.008115002
1984-07,151.1,7.33333,0.00849853
1984-08,164.4,7.35667,0.008676596
1984-09,166.1,7.38,0.008336757
1984-10,164.8,7.43,0.007393457
1984-11,166.3,7.48,0.006936483
1984-12,164.5,7.53,0.006466426
1985-01,171.6,7.57333,0.006624853
1985-02,180.9,7.61667,0.00698528
1985-03,179.4,7.66,0.006728326
1985-04,180.6,7.68667,0.006465737
1985-05,184.9,7.71333,0.005892382
1985-06,188.9,7.74,0.005642123
1985-07,192.5,7.77333,0.006006413
1985-08,188.3,7.80667,0.005892943
1985-09,184.1,7.84,0.005846224
1985-10,186.2,7.86,0.005933272
1985-11,197.5,7.88,0.005908499
1985-12,207.3,7.9,0.005821454
1986-01,208.2,7.94,0.005755203
1986-02,219.4,7.98,0.005795551
1986-03,232.3,8.02,0.00525554
1986-04,238,8.04667,0.005051777
1986-05,238.5,8.07333,0.005213177
1986-06,245.3,8.1,0.00496324
1986-07,240.2,8.14333,0.004799433
1986-08,245,8.18667,0.004294087
1986-09,238.3,8.23,0.004319514
1986-10,237.4,8.24667,0.004318284
1986-11,245.1,8.26333,0.004473297
1986-12,248.6,8.28,0.00470213
1987-01,264.5,8.3,0.004644426
1987-02,280.9,8.32,0.004522223
1987-03,292.5,8.34,0.004653633
1987-04,289.3,8.4,0.004587742
1987-05,289.1,8.46,0.004709542
1987-06,301.4,8.52,0.004751347
1987-07,310.1,8.56667,0.005026585
1987-08,329.4,8.61333,0.005117597
1987-09,318.7,8.66,0.005465243
1987-10,280.2,8.71,0.0043754
1987-11,245,8.76,0.004531721
1987-12,241,8.81,0.00470991
1988-01,250.5,8.85667,0.004677001
1988-02,258.1,8.90333,0.004659629
1988-03,265.7,8.95,0.004734327
1988-04,262.6,9.04333,0.004953497
1988-05,256.1,9.13667,0.005400961
1988-06,270.7,9.23,0.005424261
1988-07,269.1,9.30667,0.005739066
1988-08,263.7,9.38333,0.006022532
1988-09,268,9.46,0.005981045
1988-10,277.4,9.55,0.006067823
1988-11,271,9.64,0.00644898
1988-12,276.5,9.75,0.006664226
1989-01,285.4,9.81333,0.006898842
1989-02,294,9.89667,0.007154823
1989-03,292.7,10.01,0.007303922
1989-04,302.3,10.0867,0.00691248
1989-05,313.9,10.1933,0.007074053
1989-06,323.7,10.37,0.006576012
1989-07,331.9,10.4233,0.006421464
1989-08,346.6,10.5467,0.00649647
1989-09,347.3,10.73,0.006511824
1989-10,347.4,10.7967,0.006401452
1989-11,340.2,10.9233,0.006255397
1989-12,348.6,11.06,0.006230623
1990-01,339.97,11.14,0.006376663
1990-02,330.45,11.23,0.006400773
1990-03,338.46,11.32,0.006423512
1990-04,338.18,11.4367,0.006413438
1990-05,350.25,11.5533,0.006384025
1990-06,360.39,11.66,0.006375317
1990-07,360.03,11.7267,0.006176202
1990-08,330.75,11.7833,0.006093817
1990-09,315.41,11.83,0.005892369
1990-10,307.12,11.9267,0.005869313
1990-11,315.29,12.0133,0.005795561
1990-12,328.75,12.09,0.005325219
1991-01,325.49,12.1067,0.005124402
1991-02,362.26,12.1133,0.005002633
1991-03,372.28,12.11,0.004758748
1991-04,379.68,12.13,0.004572146
1991-05,377.99,12.14,0.004587404
1991-06,378.29,12.15,0.004595551
1991-07,380.23,12.1933,0.0045881
1991-08,389.4,12.2367,0.004424686
1991-09,387.2,12.28,0.004243884
1991-10,386.88,12.2533,0.004007926
1991-11,385.92,12.2267,0.003622428
1991-12,388.51,12.2,0.003220067
1992-01,416.08,12.24,0.003203083
1992-02,412.56,12.28,0.003277186
1992-03,407.36,12.32,0.003376487
1992-04,407.41,12.32,0.003087882
1992-05,414.81,12.32,0.003087725
1992-06,408.27,12.32,0.002980952
1992-07,415.05,12.3433,0.002658329
1992-08,417.93,12.3667,0.002641555
1992-09,418.48,12.4,0.002252532
1992-10,412.5,12.3867,0.002476221
1992-11,422.84,12.3833,0.002732383
1992-12,435.64,12.39,0.002575695
1993-01,435.23,12.4133,0.00242651
1993-02,441.7,12.4467,0.002467937
1993-03,450.16,12.48,0.002418415
1993-04,443.08,12.4933,0.002434796
1993-05,445.25,12.5067,0.00255903
1993-06,448.06,12.52,0.002534405
1993-07,447.29,12.52,0.002534193
1993-08,454.13,12.52,0.002517319
1993-09,459.24,12.52,0.002443181
1993-10,463.9,12.54,0.002534193
1993-11,462.89,12.56,0.002625579
1993-12,465.95,12.58,0.002517632
1994-01,472.99,12.6233,0.002475918
1994-02,471.58,12.6667,0.002806742
1994-03,463.81,12.71,0.002906375
1994-04,447.23,12.7533,0.003227789
1994-05,450.9,12.7967,0.003508061
1994-06,454.83,12.84,0.003458342
1994-07,451.4,12.87,0.00355674
1994-08,464.24,12.9,0.003795173
1994-09,466.96,12.92,0.003884841
1994-10,463.81,13.0133,0.004178544
1994-11,461.01,13.0967,0.004612546
1994-12,455.19,13.17,0.004587404
1995-01,465.25,13.18,0.004832734
1995-02,481.92,13.18,0.004775775
1995-03,493.15,13.17,0.004725826
1995-04,507.91,13.2433,0.004717688
1995-05,523.81,13.3067,0.004669567
1995-06,539.35,13.36,0.004514062
1995-07,557.37,13.44,0.004496755
1995-08,559.11,13.51,0.004392048
1995-09,578.77,13.58,0.004350926
1995-10,582.92,13.65,0.004417172
1995-11,595.53,13.72,0.004416528
1995-12,614.57,13.79,0.004122186
1996-01,614.42,13.8933,0.004081846
1996-02,649.54,13.9967,0.004065209
1996-03,647.07,14.1,0.004154888
1996-04,647.17,14.1567,0.004163921
1996-05,661.23,14.2133,0.004187582
1996-06,668.5,14.27,0.004187582
1996-07,644.07,14.4,0.004302557
1996-08,662.68,14.53,0.00427775
1996-09,674.88,14.66,0.004080471
1996-10,701.46,14.74,0.004171523
1996-11,735.67,14.82,0.004154888
1996-12,743.25,14.9,0.004194583
1997-01,766.22,14.9533,0.004179409
1997-02,798.39,15.0067,0.004236607
1997-03,792.16,15.06,0.00430919
1997-04,763.93,15.0933,0.004294389
1997-05,833.09,15.1267,0.004201883
1997-06,876.29,15.16,0.004196925
1997-07,925.29,15.2167,0.004240989
1997-08,927.24,15.2733,0.00422669
1997-09,937.02,15.33,0.004088647
1997-10,951.16,15.3867,0.004212097
1997-11,938.92,15.4433,0.004289697
1997-12,962.37,15.5,0.004329098
1998-01,963.36,15.55,0.004201883
1998-02,1023.74,15.6,0.004303986
1998-03,1076.83,15.64,0.004186407
1998-04,1112.2,15.75,0.004036571
1998-05,1108.42,15.85,0.004066981
1998-06,1108.39,15.95,0.004116892
1998-07,1156.58,16.0167,0.004114009
1998-08,1074.62,16.0833,0.003939612
1998-09,1020.64,16.14,0.003530456
1998-10,1032.47,16.1667,0.003523884
1998-11,1144.43,16.1833,0.003648445
1998-12,1190.05,16.2,0.003624697
1999-01,1248.77,16.28333333,0.003626533
1999-02,1246.58,16.36666667,0.003790599
1999-03,1281.66,16.45,0.003639282
1999-04,1334.76,16.45,0.003690134
1999-05,1332.07,16.45,0.003766003
1999-06,1322.55,16.45,0.003870999
1999-07,1380.99,16.51333333,0.003843875
1999-08,1327.49,16.57666667,0.003992549
1999-09,1318.17,16.64,0.003921954
1999-10,1300.01,16.65666667,0.004116053
1999-11,1391,16.67333333,0.004278354
1999-12,1428.68,16.69,0.004338683
2000-01,1425.59,16.71333333,0.00458229
2000-02,1388.87,16.73666667,0.004657709
2000-03,1442.21,16.76,0.00472786
2000-04,1461.36,16.74,0.004695305
2000-05,1418.48,16.72,0.004539195
2000-06,1461.96,16.7,0.004733964
2000-07,1473,16.58333333,0.005005038
